"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.21,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-08",100.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.96,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.9,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.06,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.34,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.73,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.62,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.57,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.77,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.12,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.93,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.81,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.77,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.73,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.68,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.6,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.65,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.78,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.89,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.87,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.86,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.95,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.08,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.19,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.25,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.31,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.48,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.47,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.41,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.3,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.21,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.02,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.8,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.64,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.4,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.39,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.44,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.55,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.54,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.52,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.46,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.29,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.28,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.35,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.39,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-02",99.91,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.97,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.77,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.15,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.69,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.69,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-10",98.53,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.45,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.66,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.92,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.32,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.85,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-04",100.31,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-05",100.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-06",101.19,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-07",101.23,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-08",101.07,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.83,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.44,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-11",99.98,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2021-12",99.61,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2022-01",99.2,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2022-02",98.51,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2022-03",97.5,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2022-04",96.76,
"OEU","CCI","AMPLITUD","LTRENDIDX","M","2022-05",96.27,
